||           KATA||           FILE  1||           FILE  2||           FILE  3||           FILE  4||           FILE  5||           FILE  6||           FILE  7||           FILE  8||           FILE  9||           FILE 10||           FILE 11||           FILE 12||
||            man||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 2||                 0||                 0||
||         maguir||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||
||          major||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 1||
||          manag||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 1||                 0||                 0||
||           mark||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 1||                 1||
||         maroon||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||
||        maximum||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||
||           mate||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||
||          match||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 2||                 0||                 1||                 1||
||          mateu||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 1||
||            may||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 1||                 0||                 0||
||             me||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 1||
||       midfield||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||
||     meteorolog||                 0||                 0||                 0||                 0||                 1||                 0||                 1||                 1||                 0||                 0||                 0||                 0||
||           meet||                 0||                 0||                 0||                 0||                 0||                 4||                 0||                 0||                 0||                 0||                 0||                 0||
||            men||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||
||          meter||                 0||                 0||                 0||                 0||                 1||                 0||                 1||                 1||                 0||                 0||                 0||                 0||
||        million||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||
||         miguel||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 1||
||       midnight||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 1||
||         milder||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 1||
||           mina||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 1||                 1||
||           mind||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 1||
||        passeng||                 0||                 0||                 0||                 0||                 3||                 0||                 3||                 3||                 0||                 0||                 0||                 0||
||          north||                 0||                 0||                 0||                 0||                 3||                 0||                 3||                 3||                 0||                 0||                 0||                 0||
||          nasir||                 0||                 0||                 0||                 0||                 0||                 3||                 0||                 0||                 0||                 0||                 0||                 0||
||        monitor||                 0||                 0||                 0||                 0||                 2||                 0||                 2||                 2||                 0||                 0||                 0||                 0||
||          minut||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 2||                 3||                 3||                 3||
||       ministri||                 0||                 0||                 0||                 0||                 1||                 2||                 1||                 1||                 0||                 0||                 0||                 0||
||          minor||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||
||         mojica||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||
||            mix||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||
||           miss||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 2||                 2||
||         mondai||                 0||                 0||                 0||                 0||                 1||                 1||                 1||                 1||                 0||                 0||                 0||                 0||
||         moment||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 1||
||            mum||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||
||       mountain||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||
||         moscow||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 1||                 1||
||          moral||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||
||           move||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||
||             mv||                 0||                 0||                 0||                 0||                 3||                 0||                 3||                 3||                 0||                 0||                 0||                 0||
||          muscl||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||
||         munich||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 1||
||           narr||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||
||           name||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 1||
||         negoti||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||                 0||                 0||                 0||                 0||
||          natur||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||                 1||                 0||                 0||                 0||
||          nasti||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 1||                 1||
||         nation||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 3||                 1||                 1||
||    necessarili||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||
||             nd||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 1||
||           need||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 1||
||          night||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 1||                 1||
||            new||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 1||
||            net||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 3||                 3||
||        neither||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||
||          never||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 1||
||         neymar||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||                 0||
||            nfl||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||                 0||
||           nois||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 2||                 0||                 0||
||             no||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 3||                 2||                 2||
||            nod||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||
||            nor||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 2||                 0||                 0||
||           oper||                 0||                 0||                 0||                 0||                 4||                 0||                 4||                 4||                 0||                 0||                 1||                 1||
||          offer||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||                 0||                 0||                 0||                 0||
||         novemb||                 0||                 0||                 0||                 0||                 1||                 0||                 1||                 1||                 0||                 0||                 0||                 0||
||           note||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||                 0||                 0||                 0||                 0||
||           noth||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||
||       occasion||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||
||          numer||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||
||            oil||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||                 0||                 0||                 0||                 0||
||          often||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||
||         offici||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 1||                 1||
||             oh||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 1||                 0||                 0||
||             on||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 3||                 4||                 5||                 5||
||     pandjaitan||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||                 0||                 0||                 0||                 0||
||          outer||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||                 0||                 0||                 0||                 0||
||        opposit||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||
||          oppon||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||                 0||
||       opportun||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 1||
||           oust||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 1||
||         ospina||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 1||
||              p||                 0||                 0||                 0||                 0||                 1||                 0||                 1||                 1||                 0||                 0||                 0||                 0||
||            own||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 4||                 0||                 0||
||           pain||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||
||           pace||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||                 0||
||           palm||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||
||        partner||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||                 0||                 0||                 0||                 0||
||           part||                 0||                 0||                 0||                 0||                 0||                 2||                 0||                 0||                 0||                 0||                 1||                 1||
||      pardamean||                 0||                 0||                 0||                 0||                 1||                 0||                 1||                 1||                 0||                 0||                 0||                 0||
||   particularli||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||                 0||                 0||                 0||                 0||
||           pass||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 3||                 1||                 1||
||    partnership||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||                 0||                 0||                 0||                 0||
||         passag||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 1||
||         privat||                 0||                 0||                 0||                 0||                 1||                 0||                 1||                 1||                 0||                 1||                 0||                 0||
||           plan||                 0||                 0||                 0||                 0||                 1||                 1||                 1||                 1||                 0||                 0||                 0||                 0||
||       perspect||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||                 0||
||          peopl||                 0||                 0||                 0||                 0||                 1||                 0||                 1||                 1||                 0||                 0||                 0||                 0||
||       pekerman||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 2||                 0||                 1||                 1||
||           past||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 1||
||        penalti||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 2||                 5||                 2||                 2||
||        perkman||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||                 0||
||         perhap||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 5||                 0||                 0||
||           piec||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||                 0||
||      physiolog||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||
||          petul||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||                 0||
||       pickford||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 3||                 3||
||           plai||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 3||                 3||                 2||                 2||
||          pitch||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 2||                 0||                 0||
||         porsea||                 0||                 0||                 0||                 0||                 2||                 0||                 2||                 2||                 0||                 0||                 0||                 0||
||          polic||                 0||                 0||                 0||                 0||                 1||                 0||                 1||                 1||                 0||                 0||                 0||                 0||
||       pleasant||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 1||
||         player||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 3||                 1||                 8||                 8||
||        plastic||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||                 0||                 0||                 0||                 0||
||          pleas||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 1||
||        plywood||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||                 0||                 0||                 0||                 0||
||          point||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 2||                 0||                 0||
||            pop||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||                 0||
||          polit||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||                 0||                 0||                 0||                 0||
||        popular||                 0||                 0||                 0||                 0||                 1||                 0||                 1||                 1||                 0||                 0||                 0||                 0||
||          press||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||                 0||                 1||                 0||                 0||
||        predict||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||
||        possibl||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||                 0||                 0||                 2||                 2||
||        possess||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 1||
||         presid||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||                 0||                 0||                 0||                 0||
||        prevail||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 1||
||        pressur||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 2||                 2||
||       prioriti||                 0||                 0||                 0||                 0||                 1||                 0||                 1||                 1||                 0||                 0||                 0||                 0||
||        prevent||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 1||
||         rather||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||                 0||
||        provinc||                 0||                 0||                 0||                 0||                 1||                 0||                 1||                 1||                 0||                 0||                 0||                 0||
||        product||                 0||                 0||                 0||                 0||                 0||                 4||                 0||                 0||                 0||                 1||                 0||                 0||
||        probabl||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||
||            pro||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 1||
||        process||                 0||                 0||                 0||                 0||                 0||                 2||                 0||                 0||                 0||                 0||                 0||                 0||
||        problem||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 1||
||         provid||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||                 0||                 0||                 1||                 1||
||         promis||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||
||           quit||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 1||                 0||                 0||
||         punish||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||                 0||
||           pull||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||
||            pub||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 1||                 1||
||           puls||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||
||     quarterfin||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 2||                 2||
||           push||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||                 0||                 0||                 1||                 1||
||       question||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 2||                 0||                 0||
||           rais||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 2||                 2||
||        radamel||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||                 0||
||           race||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||
||         rafter||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||
||           rake||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||                 0||
||         record||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||                 0||                 0||                 0||                 0||
||           read||                 0||                 0||                 0||                 0||                 1||                 1||                 1||                 1||                 0||                 0||                 0||                 0||
||          reach||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||                 0||                 0||                 1||                 1||
||             re||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 2||                 0||                 0||
||         realis||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||
||           real||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||
||           rear||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||
||        realiti||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||
||        rebound||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 1||
||         region||                 0||                 0||                 0||                 0||                 2||                 0||                 2||                 2||                 0||                 0||                 0||                 0||
||         refere||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 1||                 1||
||          recov||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 1||                 1||
||        recours||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||
||            red||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 1||
||         regard||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||                 0||                 0||                 0||                 0||
||          refus||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||
||         remark||                 0||                 0||                 0||                 0||                 1||                 1||                 1||                 1||                 0||                 0||                 0||                 0||
||          relat||                 0||                 0||                 0||                 0||                 0||                 2||                 0||                 0||                 0||                 0||                 0||                 0||
||     reportedli||                 0||                 0||                 0||                 0||                 1||                 0||                 1||                 1||                 0||                 0||                 0||                 0||
||         rememb||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||                 0||
||         repres||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||                 0||                 0||                 0||                 0||
||           tell||                 0||                 0||                 1||                 0||                 0||                 0||                 0||                 0||                 0||                 2||                 0||                 0||
||           size||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||                 0||                 0||                 0||                 0||
